mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_94100,OC1CCC(CC=O)=C1,4.28283,0.8277,0.75621,1.145,79.35,-0.2468,-0.0352,0.2116,1495.5943,0.158202,-423.047677,-423.038363,-423.037419,-423.083731,33.197
gdb_1483,CCC(C)CC=O,6.54277,1.1887,1.08159,2.8115,68.5,-0.2474,-0.0192,0.2282,1111.1501,0.169072,-310.940195,-310.931223,-310.930278,-310.974155,31.147
gdb_122549,CCCCC1CC2CC12,4.8048,0.64375,0.61961,0.2471,93.27,-0.2485,0.0887,0.3372,1943.0483,0.22928,-352.335878,-352.326051,-352.325106,-352.371333,37.127
gdb_81214,CC1C2CC11OC=NC21,3.03389,1.66279,1.48582,1.6758,75.17,-0.2537,0.0064,0.2602,959.442,0.149476,-401.870955,-401.864041,-401.863097,-401.901923,28.372
gdb_97009,CN=C1OC2COCC12,3.54742,1.23811,1.11977,2.3905,74.66,-0.2513,0.0265,0.2777,1151.9857,0.148798,-439.084164,-439.076138,-439.075194,-439.117314,29.498
gdb_109065,OCC1=CC2CC3C2C13,3.91951,1.20879,1.09265,1.5033,80.33,-0.2097,0.0274,0.2371,1156.6776,0.160612,-385.853621,-385.845967,-385.845023,-385.885917,30.328
gdb_111715,COC1C2CCC12C#C,2.23154,1.4642,1.08849,0.3849,84.05,-0.2245,0.0358,0.2603,1187.6489,0.157663,-385.817987,-385.808922,-385.807977,-385.851727,34.033
gdb_101093,OCC(O)C1(CC1)C=O,2.27476,1.26133,1.04648,3.8206,72.5,-0.2532,-0.0382,0.215,1227.1981,0.157874,-460.15645,-460.147145,-460.146201,-460.190537,34.718
gdb_69983,CC12CC1C1CCC2C1,2.7864,1.64607,1.54044,0.167,87.41,-0.245,0.0864,0.3314,1027.7215,0.209742,-351.160955,-351.153587,-351.152643,-351.192013,32.02
gdb_115316,CCN1CCN(C1=O)C,2.92033,1.26586,0.97576,3.5749,81.02,-0.2219,0.0655,0.2874,1287.3784,0.183681,-420.464507,-420.454852,-420.453908,-420.499499,34.492
gdb_72390,CC12OC=NC3CC1C23,2.77853,2.02785,1.471,2.2408,74.44,-0.2412,0.0206,0.2619,927.4905,0.149811,-401.934337,-401.927329,-401.926385,-401.965295,28.654
gdb_89703,OC1CC2(CC1O2)C#N,3.697,1.25502,1.15355,3.4339,68.95,-0.2693,-0.0092,0.2601,1066.0287,0.125425,-437.871375,-437.86404,-437.863096,-437.903113,28.911
gdb_75093,NC1=NCC(=O)C2OC12,3.07982,1.48545,1.15629,3.8871,67.73,-0.2324,-0.0367,0.1957,1032.6687,0.113595,-453.950833,-453.943329,-453.942384,-453.982843,28.842
gdb_6361,C(C(=O)CO)C(=O)N,4.78884,1.0783,0.93586,2.6933,59.47,-0.2478,-0.0311,0.2167,1185.2294,0.116778,-436.978299,-436.969495,-436.968551,-437.012638,30.7
gdb_37867,C1C2C3CC4C=CC13N24,3.18848,2.23463,1.78618,1.598,79.31,-0.2236,0.0083,0.2318,823.9806,0.151475,-364.74007,-364.73438,-364.733436,-364.769569,25.77
gdb_20144,O=C1C2C3C2C2C3C12,4.37136,2.4624,2.02214,3.4248,62.99,-0.2208,-0.0111,0.2097,676.3528,0.109232,-345.371935,-345.366667,-345.365723,-345.401072,22.102
gdb_35343,C#CC1OC23CN(C2)C13,3.93955,1.3693,1.24011,0.2645,76.85,-0.2312,0.0067,0.2379,1017.463,0.123086,-400.526566,-400.519352,-400.518408,-400.557937,29.201
gdb_85077,CC1OC(=N)C(O)C=C1,3.0375,1.36621,0.99352,3.4977,75.12,-0.2588,-0.004,0.2548,1184.9488,0.147465,-439.104263,-439.095841,-439.094897,-439.137425,32.392
gdb_90396,NC12C(CC1O)C2C#N,2.61055,1.3778,1.18597,3.4338,73.13,-0.2502,0.0291,0.2793,1089.5866,0.136252,-417.983795,-417.975196,-417.974252,-418.016763,32.563
gdb_61049,CC(C=O)C1CCC1C,2.23558,1.27889,0.91866,2.5839,86.18,-0.245,-0.0203,0.2247,1358.2892,0.204188,-388.298129,-388.288033,-388.287089,-388.333389,37.308
gdb_64601,OC1(C=O)C=CC2OC12,3.32909,1.36402,1.27033,3.1985,66.33,-0.2578,-0.0582,0.1997,1004.7527,0.111425,-457.742496,-457.734939,-457.733995,-457.774624,28.874
gdb_121615,CC(C)C(=O)NCCO,3.12698,0.75116,0.70964,3.4992,80.94,-0.2371,0.0396,0.2767,1729.8744,0.19244,-441.523962,-441.512777,-441.511833,-441.562061,39.264
gdb_97913,CCC#CCC(C)CC,5.07645,0.5044,0.48243,0.104,99.89,-0.2388,0.0576,0.2963,2430.8503,0.226449,-352.350251,-352.33833,-352.337386,-352.389113,42.016
gdb_98989,CNC(=O)CC(=N)OC,3.64452,0.8317,0.7065,4.9266,75.64,-0.2352,0.0112,0.2464,1610.3597,0.157975,-456.384055,-456.373679,-456.372735,-456.421419,35.491
gdb_117436,COCC(=O)NCC#N,5.22889,0.62427,0.59148,4.257,72.29,-0.2681,0.0021,0.2702,1843.4608,0.133782,-455.163825,-455.15357,-455.152626,-455.201462,33.94
gdb_13233,C#CCNC1COC1,4.18121,1.28595,1.03365,1.7228,69.21,-0.2341,0.0362,0.2703,1109.4354,0.141475,-363.785061,-363.776731,-363.775786,-363.818627,29.842
gdb_105597,CCC1(NCC1=O)C=O,2.01891,1.46068,1.22038,1.1076,73.96,-0.2513,-0.0574,0.1939,1141.0931,0.145349,-439.092149,-439.082792,-439.081847,-439.126695,33.384
gdb_35756,C#CC1OCC2CC1C2,3.04273,1.47152,1.31882,1.4973,80.11,-0.2544,0.037,0.2914,1040.2514,0.160704,-385.840371,-385.832751,-385.831807,-385.872314,30.696
gdb_28748,c1cc([nH]c1CC=O)O,3.36341,1.05129,0.84538,2.3249,75.35,-0.1878,-0.0235,0.1643,1309.6621,0.123756,-437.928283,-437.919544,-437.9186,-437.963079,31.463
gdb_60325,CN(C)CCC(=O)C#N,3.97874,0.68884,0.61486,3.8341,78.96,-0.227,-0.0856,0.1415,1788.0233,0.156492,-419.21116,-419.200767,-419.199823,-419.247916,35.772
gdb_37677,C1C2C3C4C5C4C(C15)N23,3.03513,2.40791,2.02847,1.7167,75.47,-0.2152,0.0863,0.3016,778.9516,0.152957,-364.777761,-364.772459,-364.771515,-364.806992,24.296
gdb_92227,CC1OC2CC3NC3C12,2.74425,1.74863,1.37527,2.9898,77.82,-0.2264,0.0676,0.2939,1009.8191,0.173193,-403.118448,-403.11093,-403.109986,-403.150185,30.372
gdb_104760,OCC1(CO)NC1C#N,2.94343,1.10146,0.91796,2.4911,69.71,-0.275,0.0046,0.2796,1258.3225,0.135886,-455.117721,-455.108571,-455.107626,-455.151924,33.205
gdb_77133,CC1C(NC1=[NH2+])C([O-])=O,2.71546,1.24318,0.93018,6.2049,70.29,-0.2399,0.0088,0.2487,1241.1759,0.135687,-455.178765,-455.169678,-455.168734,-455.213018,33.074
gdb_33033,c1ncnc(n1)CCO,4.93686,0.89753,0.81169,1.4192,71.81,-0.2683,-0.0499,0.2184,1372.8188,0.126207,-434.110991,-434.102768,-434.101824,-434.145428,28.673
gdb_80814,NC1C2OC1(C#N)C2N,1.97186,1.72278,1.21938,4.6008,71.29,-0.2499,-0.006,0.2438,1065.533,0.124806,-433.989459,-433.981111,-433.980167,-434.022194,31.832
gdb_7959,CC1NC(=O)OC1C,3.2915,1.86331,1.38104,5.0233,64.15,-0.2589,0.0541,0.313,923.8426,0.143138,-401.064309,-401.056584,-401.055639,-401.096178,29.057
gdb_48217,C(=O)C(C=O)(C#N)C#N,1.86964,1.44606,1.31804,2.7008,62.21,-0.3119,-0.1159,0.1961,1035.8077,0.061654,-451.553321,-451.544187,-451.543242,-451.588727,29.521
gdb_9335,C(CO)NC(=O)C=O,3.40343,1.19007,0.91155,2.8607,60.45,-0.2494,-0.0737,0.1757,1201.9121,0.117543,-436.965395,-436.956693,-436.955749,-436.999862,29.584
gdb_93401,CC1CCC(=O)C=C1C,2.63602,1.30849,0.92235,4.1385,87.57,-0.23,-0.0411,0.1888,1301.4145,0.182864,-387.145543,-387.13656,-387.135616,-387.179053,34.569
gdb_1393,CC#CC(O)C=O,5.94279,1.31105,1.15698,2.7775,59.52,-0.255,-0.0418,0.2133,1001.7488,0.098575,-344.431605,-344.423381,-344.422437,-344.466028,26.937
gdb_107678,OCC12CC1COCC2,3.08619,1.22261,1.03565,1.6156,78.15,-0.2446,0.07,0.3146,1218.2233,0.184018,-424.210166,-424.201581,-424.200637,-424.243271,33.302
gdb_90297,CN1CC2=CC(O)CC12,4.0488,1.08092,0.92891,1.8169,83.59,-0.2188,0.0074,0.2262,1297.0403,0.171349,-403.107366,-403.099,-403.098056,-403.140109,32.767
gdb_16376,OC1CC(O)C11CN1,2.64929,2.11416,1.42206,1.6537,64.51,-0.2381,0.0596,0.2977,901.2403,0.141831,-400.948652,-400.940655,-400.939711,-400.980793,30.264
gdb_80535,CC1C2OC(C)C1C2=O,2.47642,1.59668,1.27564,2.8084,75.64,-0.2262,-0.0167,0.2095,1068.2989,0.158973,-423.016362,-423.008063,-423.007119,-423.048836,32.152
gdb_59526,CC(C)C1CC2(C1)CC2,3.82621,0.86125,0.77478,0.1557,94.15,-0.2593,0.085,0.3443,1611.3169,0.228065,-352.342929,-352.33297,-352.332026,-352.377764,38.535
gdb_78680,CN1C2C3C1C2(C)C3=O,3.28585,1.48273,1.16737,2.8261,76.79,-0.2135,0.0051,0.2186,1071.0888,0.145867,-401.868074,-401.859627,-401.858683,-401.901395,31.567
gdb_83142,CN1C2CCC(=O)C12C,1.99405,1.80833,1.42005,2.7139,79.68,-0.2257,-0.0194,0.2062,1058.7188,0.170302,-403.157328,-403.148344,-403.147399,-403.190738,33.839
gdb_114648,COC1CC2NC1C2=O,2.86401,1.37782,1.18453,4.3816,72.09,-0.2419,-0.0111,0.2308,1105.4842,0.148265,-439.053086,-439.045096,-439.044152,-439.085882,30.21
gdb_4598,CC1=COC(=N)C=C1,5.48207,1.55545,1.22083,3.5488,74.13,-0.2087,-0.0439,0.1648,958.9218,0.120048,-362.701996,-362.694969,-362.694025,-362.733151,26.621
gdb_125257,Cc1cc(no1)NC=O,3.95863,1.06406,0.84304,0.2533,71.38,-0.2469,-0.0189,0.228,1297.236,0.112826,-453.977655,-453.96944,-453.968496,-454.011192,29.193
gdb_73412,CC12CCC3C4C(C14)N23,2.57682,2.30475,1.59514,1.5987,80.29,-0.2192,0.0817,0.3008,913.0986,0.173466,-365.962607,-365.955687,-365.954743,-365.993388,29.335
gdb_24410,c1[nH]c2c(n1)N=COC2,3.85227,1.66316,1.17013,5.4471,69.29,-0.2034,-0.0071,0.1963,957.608,0.105086,-432.906612,-432.900044,-432.8991,-432.938226,24.698
gdb_86879,CC1CC(CC1C)C#C,3.00517,1.06023,0.88713,0.9479,91.6,-0.2522,0.0541,0.3063,1408.0934,0.205327,-351.146399,-351.136563,-351.135619,-351.181059,37.795
gdb_18756,CC1OC2CC(O)C12,2.85823,2.23225,1.57087,0.6285,66.67,-0.2422,0.0586,0.3009,862.9609,0.15374,-384.901947,-384.894321,-384.893377,-384.933787,29.306
gdb_7993,CC1CN(C)CC1=O,2.77725,1.94379,1.47891,2.1869,70.7,-0.2077,-0.0185,0.1892,938.4014,0.165279,-365.077596,-365.069227,-365.068283,-365.110569,30.89
gdb_113185,CC(C)C1(C)CC1CO,2.39325,1.05766,0.85683,1.4268,89.53,-0.2558,0.0777,0.3335,1492.1385,0.226907,-389.473747,-389.462694,-389.461749,-389.509498,41.627
gdb_129210,N=C1NN=CC=CC1=O,2.63526,1.75653,1.05399,4.1142,79.6,-0.2395,-0.0917,0.1478,1046.0636,0.103128,-432.859846,-432.8525,-432.851556,-432.892893,27.169
gdb_61155,CC(CC#C)C(=O)C=O,3.12683,0.91076,0.79776,0.6038,75.35,-0.253,-0.1002,0.1528,1429.9962,0.131516,-421.814034,-421.803948,-421.803004,-421.849856,35.13
gdb_116755,COC=NCC(=O)CO,4.92812,0.64107,0.58587,3.3182,74.18,-0.253,-0.0292,0.2238,1862.2297,0.143824,-476.220213,-476.209662,-476.208718,-476.258034,35.103
gdb_98429,COC(=O)C1(N)CC1O,2.65929,1.29316,1.00647,3.2806,69.97,-0.2301,0.002,0.2321,1215.3052,0.146293,-476.231631,-476.222107,-476.221163,-476.265975,34.947
gdb_10111,OCC(CC=O)C#C,3.18058,1.43143,1.03284,3.6821,67.61,-0.2517,-0.0461,0.2056,1091.3254,0.127632,-383.710346,-383.701577,-383.700633,-383.743922,31.286
gdb_68999,CC12CCC1(N2)C1CO1,2.95064,1.23565,1.10294,2.5015,79.75,-0.2475,0.0758,0.3234,1199.4696,0.170554,-403.090262,-403.08161,-403.080666,-403.123869,32.905
gdb_60337,CC(C)CCC(C)(C)C,2.80013,0.72277,0.67669,0.0584,99.83,-0.2938,0.0754,0.3692,1924.5764,0.272207,-354.782413,-354.770115,-354.769171,-354.819941,46.19
gdb_118519,CCC(COC)CC#N,2.75776,0.8207,0.66967,4.6793,84.14,-0.2674,0.0329,0.3003,1704.1294,0.192057,-404.360052,-404.348975,-404.348031,-404.397483,38.223
gdb_35535,C#CC1OC2CCC2=C1,3.93814,1.15605,1.08878,1.7276,81.56,-0.2372,-0.0014,0.2358,1157.5437,0.135466,-384.619716,-384.611948,-384.611004,-384.652215,30.242
gdb_94659,CC1OCC1OCC=O,3.87085,0.77079,0.68668,1.7812,72.99,-0.2548,-0.0344,0.2204,1616.0281,0.155666,-460.13711,-460.127183,-460.126239,-460.173989,33.691
gdb_21508,c1cn(nn1)C(=O)N,5.28769,1.7641,1.32278,1.1534,56.96,-0.2737,-0.043,0.2307,835.586,0.085755,-410.877814,-410.871173,-410.870228,-410.908923,23.941
gdb_105252,CCC1(CC1O)C1CC1,1.83155,1.44995,1.03027,1.2541,85.62,-0.2456,0.0819,0.3275,1310.518,0.204447,-388.260526,-388.250461,-388.249517,-388.295869,38.108
gdb_118538,COCC(CO)CC#N,3.16305,0.79378,0.67729,5.0265,76.89,-0.2665,0.0377,0.3042,1662.7861,0.168811,-440.282306,-440.271599,-440.270655,-440.318954,36.824
gdb_26367,Cc1cccn1C(C)C,2.41744,1.35226,1.07708,2.1367,89.4,-0.1895,0.0499,0.2394,1258.6974,0.19415,-367.262796,-367.253131,-367.252187,-367.297535,36.482
gdb_15409,COCC1CC1C=O,4.57152,0.94826,0.83877,2.6867,71.18,-0.2486,-0.0198,0.2288,1361.244,0.151746,-384.923148,-384.914215,-384.913271,-384.957583,30.962
gdb_86486,CC1CC(O1)(C=O)C#N,2.14313,1.48485,1.03579,3.3599,70.52,-0.2704,-0.0635,0.2069,1168.7042,0.121749,-437.885843,-437.876819,-437.875875,-437.92042,31.78
gdb_79954,OC1C2C=CC(C#C)C12,2.68056,1.59406,1.30548,1.6726,78.22,-0.2256,0.0018,0.2274,1013.8114,0.135351,-384.639079,-384.630896,-384.629952,-384.671749,31.679
gdb_44339,N=C1OC2C3C=CC2C13,4.53722,1.46162,1.4049,2.7489,74.62,-0.238,-0.0205,0.2175,934.1148,0.127338,-400.729063,-400.723011,-400.722067,-400.759233,25.652
gdb_83335,CC1C2CCC1(C)C2O,2.01919,1.61917,1.48175,1.1963,84.88,-0.2535,0.0776,0.3312,1105.7433,0.206339,-388.290014,-388.280948,-388.280003,-388.32276,36.327
gdb_39068,C1OC2C=CCC3NC123,2.6076,1.92108,1.29223,2.1014,76.28,-0.2437,0.0074,0.2511,988.7048,0.150162,-401.909199,-401.902151,-401.901207,-401.940623,28.307
gdb_70789,CC12CC3(C)C(CC13)O2,2.92459,1.66472,1.4199,1.5086,82.21,-0.2342,0.095,0.3292,1029.0311,0.182759,-387.066077,-387.058156,-387.057212,-387.097715,32.695
gdb_78998,CC1N2C3C4C=C1C2C34,3.40001,1.89425,1.73937,1.2226,80.52,-0.1939,-0.012,0.1819,862.3712,0.148986,-364.698332,-364.691625,-364.690681,-364.728871,28.218
gdb_120862,OCCC1CC1CCO,3.30899,0.59381,0.53536,2.4267,83.24,-0.2607,0.08,0.3407,2085.1426,0.204163,-425.40064,-425.38966,-425.388716,-425.437951,38.914
gdb_110670,COC1C2C3CCC1C23,2.93948,1.50511,1.33941,1.051,81.3,-0.2388,0.0838,0.3226,1069.0277,0.184697,-387.065609,-387.057772,-387.056828,-387.097924,31.035
gdb_106104,CC1C2C3OC1C23CO,3.82776,1.1481,1.08884,1.7593,75.01,-0.2329,0.0748,0.3077,1188.6381,0.158756,-422.953926,-422.945544,-422.9446,-422.98695,32.034
gdb_67812,CC12C=CC3CC1C2C3,2.84312,1.79526,1.5516,0.3934,86.01,-0.2188,0.0273,0.2461,978.0962,0.186048,-349.982046,-349.97496,-349.974016,-350.012812,30.589
gdb_53710,CC#CCCCNC=O,5.28014,0.4544,0.44894,3.7144,86.78,-0.2431,0.0305,0.2736,2444.1105,0.16896,-403.157122,-403.145973,-403.145029,-403.197169,36.929
gdb_37984,C1C2C3OCCOC2C13,3.01305,1.80235,1.35917,0.292,75.17,-0.2425,0.1031,0.3456,972.4806,0.162456,-422.965183,-422.958496,-422.957551,-422.996056,27.906
gdb_53846,CC(=O)C(=N)NCC#C,3.42975,0.89235,0.81248,1.7934,76.32,-0.2437,-0.0517,0.1919,1445.5152,0.133095,-417.995288,-417.985168,-417.984224,-418.031825,35.382
gdb_9188,CNC(=O)NCC#N,6.68682,0.89116,0.83899,4.6866,64.29,-0.2604,0.0201,0.2805,1328.6783,0.118347,-396.026952,-396.017698,-396.016754,-396.06238,30.576
gdb_70266,CC12CN1CC(C2)C#N,3.73114,1.10335,0.97373,3.8904,80.13,-0.2475,0.0313,0.2788,1243.2767,0.160738,-382.078693,-382.070428,-382.069484,-382.111378,31.892
gdb_36481,C#CCC1CCC2CC12,3.85351,1.012,0.87989,0.812,87.3,-0.2527,0.0596,0.3123,1359.6286,0.183524,-349.927366,-349.918842,-349.917898,-349.96061,33.667
gdb_28601,OC1=CC=C(N1)C1CN1,4.66205,0.98143,0.85022,2.5383,76.31,-0.1842,0.0486,0.2328,1322.9773,0.137608,-418.008187,-417.999871,-417.998927,-418.041976,31.17
gdb_79531,CN1C2C3CC1CC2O3,3.00137,1.7457,1.66238,1.6686,76.7,-0.2178,0.0809,0.2988,931.1975,0.174602,-403.13769,-403.130951,-403.130007,-403.16836,28.637
gdb_56709,NC(C#C)C1(CO1)C#N,2.04589,1.61251,1.07017,3.8232,71.29,-0.2661,-0.0078,0.2584,1116.8838,0.110581,-416.74258,-416.733535,-416.732591,-416.776508,32.981
gdb_128501,COc1c(nno1)CN,2.51878,1.32105,0.91858,3.601,69.5,-0.2305,-0.0261,0.2045,1251.0951,0.123361,-471.16473,-471.155549,-471.154605,-471.199719,31.7
gdb_56039,NC(=O)OC1CCOC1,3.71932,0.99939,0.92092,3.2646,68.18,-0.2485,0.0528,0.3013,1300.8034,0.148432,-476.2713,-476.26243,-476.261486,-476.306415,31.84
gdb_115973,CCC1CCC=C(C)C1,2.37415,1.12966,0.81076,0.208,95.65,-0.2251,0.0364,0.2614,1528.9581,0.229739,-352.393777,-352.38392,-352.382975,-352.428285,37.896
gdb_33329,C#CC#CC1OC1C#C,3.1342,0.87255,0.71167,1.6874,87.49,-0.2479,-0.0367,0.2112,1495.9488,0.085303,-382.167868,-382.15905,-382.158106,-382.202002,31.874
gdb_78313,CC12CCC1C1C(O)C21,2.5352,1.67,1.40887,1.3805,81.66,-0.2266,0.0704,0.297,1040.868,0.182818,-387.031837,-387.023643,-387.022699,-387.063765,33.606
gdb_109261,CCC1=CCC2COC12,2.87925,1.30403,1.03645,1.6228,84.23,-0.2345,0.0188,0.2533,1243.2597,0.183867,-387.091477,-387.082986,-387.082042,-387.125039,32.19
gdb_56083,C#CC#CCNC(=O)N,4.4487,0.59711,0.57536,3.5147,84.53,-0.2447,-0.0218,0.2229,1875.3115,0.111232,-416.7897,-416.780061,-416.779117,-416.825532,34.386
gdb_16688,OC1C2CC1C(=O)C2,4.14708,1.74368,1.60084,2.1523,64.49,-0.2338,-0.0089,0.2249,833.5995,0.131809,-383.741744,-383.735161,-383.734217,-383.772217,26.333
gdb_71267,CC12CN3C(CC1=O)C23,2.54486,2.00623,1.404,1.2346,74.08,-0.2346,-0.0178,0.2168,952.5942,0.148496,-401.934104,-401.926657,-401.925712,-401.96573,29.653
gdb_38742,C1C2OC3CN1C2C=C3,2.87464,2.07897,1.97338,0.5147,74.7,-0.2078,0.0004,0.2082,823.134,0.152055,-401.918199,-401.91231,-401.911366,-401.94793,26.096
gdb_106697,CC12OC1(CO)C1NC21,2.52011,1.50564,1.17357,1.967,71.42,-0.24,0.0678,0.3078,1100.8188,0.146446,-439.006542,-438.997994,-438.997049,-439.039769,32.419
gdb_110689,CCC1C2C=CC(=O)C12,2.8172,1.2523,1.15223,3.5966,81.39,-0.2359,-0.0511,0.1847,1173.8056,0.15994,-385.913563,-385.905346,-385.904402,-385.94665,31.499
gdb_74821,CC1=NC2CC2(N1)C#N,3.53438,1.26181,1.05289,3.2251,76.3,-0.2428,-0.0039,0.239,1137.5248,0.124957,-396.948459,-396.940365,-396.939421,-396.980997,30.506
gdb_44084,O=C1CC23CCC2OC13,3.78121,1.43108,1.18926,3.8025,72.19,-0.2311,-0.0368,0.1943,1033.3744,0.13586,-421.784724,-421.777485,-421.776541,-421.816486,28.442
gdb_105885,COC12C(C)C1CC2C,1.92893,1.47269,1.27724,0.95,85.89,-0.2372,0.0789,0.3161,1210.7595,0.204187,-388.254278,-388.244249,-388.243305,-388.288876,37.551
gdb_101866,CCC(C)CCCC#N,5.16622,0.50878,0.48474,4.2843,91.17,-0.3095,0.038,0.3474,2290.6032,0.215786,-368.447422,-368.43607,-368.435125,-368.485244,39.999
gdb_75190,CC1=CCN(C1)CC=O,3.73465,0.86447,0.7287,3.0331,83.08,-0.2135,-0.0224,0.1911,1550.7,0.169153,-403.156853,-403.147422,-403.146478,-403.191944,33.804
gdb_86653,CC1OC(C=O)C(=O)O1,2.93558,1.28813,0.9725,4.5373,63.06,-0.2727,-0.0519,0.2208,1173.1685,0.110283,-494.946405,-494.937935,-494.93699,-494.980515,29.602
gdb_56889,CC(C#N)N1CC(O)C1,3.04944,1.05401,0.91028,3.1577,75.98,-0.2452,0.0255,0.2707,1318.7803,0.158616,-419.190772,-419.181408,-419.180464,-419.22523,34.213
gdb_90095,CC1CC23CN(C2C)C13,2.72705,1.44026,1.27302,1.9501,88.02,-0.2031,0.057,0.2601,1138.6253,0.194286,-367.057944,-367.049453,-367.048509,-367.090441,34.155
gdb_59776,CC(O)C1CCOC=N1,3.3069,1.10791,1.01618,2.1611,76.26,-0.2494,0.0155,0.2649,1256.5628,0.172139,-440.304574,-440.295833,-440.294889,-440.338038,33.218
gdb_79019,OC1C2C3C4CC2C1N34,3.74027,1.76938,1.5954,2.2692,72.66,-0.2416,0.0928,0.3344,876.9196,0.15185,-401.921717,-401.915661,-401.914717,-401.951758,26.393
gdb_32782,Cc1c(nc[nH]1)CCO,3.02284,0.99012,0.79019,3.8134,78.88,-0.2102,0.0325,0.2427,1444.8587,0.160063,-419.251029,-419.241623,-419.240678,-419.286191,33.757
gdb_40984,C1CC23C1N1C2C=CC31,4.06889,1.59064,1.51075,1.8619,81.17,-0.2023,-0.0087,0.1935,930.4048,0.149195,-364.655544,-364.649209,-364.648264,-364.685697,27.635
gdb_111162,COC1C2OC1C21CN1,4.26773,1.08197,0.99392,3.5913,73.54,-0.2372,0.0736,0.3108,1234.7841,0.146292,-438.952066,-438.943851,-438.942907,-438.985094,30.966
gdb_101073,NC(CO)C1(CN1)C#N,2.2837,1.19446,1.03149,4.2676,72.59,-0.2659,0.0089,0.2748,1237.0911,0.148037,-435.23553,-435.226166,-435.225221,-435.269837,34.417
gdb_53724,C(#CC(=O)N)C(=O)C#N,3.68633,0.69128,0.64817,5.0642,71.31,-0.2934,-0.1234,0.17,1633.8401,0.063667,-451.55021,-451.540983,-451.540039,-451.58643,30.089
gdb_49344,N=CN1C(=N)NCC1=O,2.32553,1.84393,1.03803,3.4571,71.37,-0.2467,-0.0264,0.2203,1076.1326,0.114489,-450.173005,-450.165054,-450.16411,-450.205854,29.113
gdb_24304,C1C2CCC3=C2N1C=C3,2.91442,2.19125,1.43124,1.9133,81.64,-0.197,-0.0033,0.1937,911.1966,0.151561,-364.773937,-364.767491,-364.766547,-364.804503,26.872
gdb_14841,CCC1OCC1C#C,3.01731,1.59675,1.15565,1.1731,73.69,-0.2497,0.0385,0.2882,1066.6846,0.152202,-347.755605,-347.746938,-347.745994,-347.789281,31.3
gdb_18108,C1CC2CC=CC2O1,3.53465,2.24321,1.70393,1.6299,71.14,-0.2427,0.0198,0.2625,812.443,0.157324,-347.824893,-347.818446,-347.817502,-347.855701,25.57
gdb_90572,OC1CC2C(OC=N)C12,2.83901,1.32908,1.08441,3.6671,73.51,-0.2568,0.0104,0.2672,1148.8417,0.147547,-439.043446,-439.034962,-439.034018,-439.077832,31.435
gdb_52124,O=COCC12CCC1N2,4.27738,0.88859,0.85773,4.7193,73.48,-0.2673,0.0117,0.279,1380.7149,0.147687,-439.062946,-439.054444,-439.0535,-439.097357,30.708
gdb_130693,c1c2c([nH]n1)C(=O)NC2,3.34788,1.65342,1.11452,2.8714,69.06,-0.2545,-0.0259,0.2286,994.2216,0.10555,-432.92038,-432.913673,-432.912729,-432.951626,25.514
gdb_60773,OC(C=O)C(=N)NC=O,3.50212,0.94609,0.84946,2.4079,65.06,-0.2624,-0.0553,0.2071,1324.6162,0.111593,-491.119221,-491.110431,-491.109487,-491.153683,30.948
gdb_2958,O=C(C#C)C1CO1,3.95371,2.51593,1.71178,2.5384,53.87,-0.2701,-0.0702,0.1999,694.4152,0.076125,-343.19939,-343.19264,-343.191695,-343.230417,23.321
gdb_81965,CC1C2CN2C(C)C1O,2.455,1.62619,1.24269,1.5755,80.99,-0.2186,0.0622,0.2808,1115.6711,0.194816,-404.33555,-404.326549,-404.325605,-404.368445,35.513
gdb_80212,OC1C2CC(=O)C12C#N,2.23837,1.60507,1.21221,4.5905,68.95,-0.2647,-0.0357,0.229,1030.9582,0.100191,-436.68253,-436.674635,-436.673691,-436.715105,29.26
gdb_53389,CC#CC1CCC11CN1,2.85777,1.00996,0.8228,1.8065,89.02,-0.2331,0.0451,0.2781,1468.2722,0.170326,-365.953607,-365.944075,-365.943131,-365.98977,34.443
gdb_52481,CC#CC#CC1(C)CO1,5.7647,0.55016,0.52296,2.1049,99.33,-0.2314,-0.0168,0.2146,2116.8442,0.132506,-384.631032,-384.620862,-384.619917,-384.668862,34.918
gdb_81422,CC12CN1C1CC2C1O,2.34417,2.05937,1.53688,2.0052,77.59,-0.2338,0.0879,0.3217,955.8921,0.172935,-403.097492,-403.09011,-403.089166,-403.128607,31.324
gdb_12200,CC1NC(C#N)C1C,3.85127,1.4631,1.24171,4.6278,72.38,-0.2498,0.019,0.2688,1019.8071,0.153954,-343.983384,-343.974969,-343.974024,-344.016166,30.936
gdb_13959,N=COC12CC1OC2,6.01566,1.25739,1.15865,2.73,63.5,-0.2455,0.0127,0.2582,1015.4488,0.118001,-399.736396,-399.729102,-399.728157,-399.768535,26.544
gdb_53920,CC(=O)C(C#N)(C#N)O,1.87241,1.59622,1.25616,4.4018,64.06,-0.296,-0.0719,0.2241,1057.02,0.085024,-452.759352,-452.749739,-452.748795,-452.794512,32.685
gdb_78341,CN1C2C1C1(CN1)C2=O,2.80774,1.43521,1.08115,4.9566,75.77,-0.226,-0.0239,0.202,1135.3594,0.135033,-417.932223,-417.924127,-417.923183,-417.96478,30.742
